customer_id,merchant_id,external_customer_id,segment,success_rate,avg_value,preferred_method
438,3,cust_00000438,REGULAR,0.734,4194.04,CARD
439,4,cust_00000439,NEW,0.72,1163.48,NETBANKING
440,0,cust_00000440,REGULAR,0.5614,1658.64,WALLET
441,1,cust_00000441,REGULAR,0.9241,3640.12,UPI
442,2,cust_00000442,NEW,0.7143,6047.67,CARD
443,3,cust_00000443,CHURN_RISK,0.3869,880.59,CARD
444,4,cust_00000444,REGULAR,0.7327,1262.24,UPI
445,0,cust_00000445,PREMIUM,0.9466,10103.93,NETBANKING
446,1,cust_00000446,REGULAR,0.8387,3413.94,WALLET
447,2,cust_00000447,PREMIUM,0.945,7745.41,WALLET
448,3,cust_00000448,NEW,0.8025,1407.28,CARD
449,4,cust_00000449,NEW,0.4526,2320.51,NETBANKING
450,0,cust_00000450,REGULAR,0.8628,3023.42,NETBANKING
451,1,cust_00000451,PREMIUM,0.8942,7897.71,WALLET
452,2,cust_00000452,REGULAR,0.7824,1108.73,WALLET
453,3,cust_00000453,CHURN_RISK,0.2,4435.63,WALLET
454,4,cust_00000454,REGULAR,0.6817,1936.23,UPI
455,0,cust_00000455,NEW,0.8201,687.11,NETBANKING
456,1,cust_00000456,REGULAR,0.8609,7582.72,UPI
457,2,cust_00000457,REGULAR,0.8667,4807.74,UPI
458,3,cust_00000458,PREMIUM,0.8438,8434.13,CARD
459,4,cust_00000459,CHURN_RISK,0.2,2633.18,CARD
460,0,cust_00000460,REGULAR,0.7779,1254.46,UPI
461,1,cust_00000461,REGULAR,0.8158,4417.98,UPI
462,2,cust_00000462,NEW,0.6214,2947.57,WALLET
463,3,cust_00000463,REGULAR,0.7581,7633.67,UPI
464,4,cust_00000464,CHURN_RISK,0.4164,2970.1,CARD
465,0,cust_00000465,PREMIUM,0.9286,10040.42,UPI
466,1,cust_00000466,REGULAR,0.793,2090.65,NETBANKING
467,2,cust_00000467,REGULAR,0.7568,939.75,UPI
468,3,cust_00000468,REGULAR,0.8051,1138.46,UPI
469,4,cust_00000469,PREMIUM,0.894,6570.73,WALLET
470,0,cust_00000470,PREMIUM,0.85,13999.37,UPI
471,1,cust_00000471,REGULAR,0.8361,2270.01,WALLET
472,2,cust_00000472,REGULAR,0.7445,5173.09,CARD
473,3,cust_00000473,REGULAR,0.9263,1536.56,WALLET
474,4,cust_00000474,REGULAR,0.8429,824.73,WALLET
475,0,cust_00000475,REGULAR,0.5671,2436.21,NETBANKING
476,1,cust_00000476,REGULAR,0.7293,2486.69,WALLET
477,2,cust_00000477,REGULAR,0.8481,2491.51,UPI
478,3,cust_00000478,REGULAR,0.8628,3025.59,NETBANKING
479,4,cust_00000479,REGULAR,0.7733,1831.89,UPI
480,0,cust_00000480,REGULAR,0.7881,3131.45,WALLET
481,1,cust_00000481,PREMIUM,0.9556,5888.24,NETBANKING
482,2,cust_00000482,REGULAR,0.6687,1571.26,UPI
483,3,cust_00000483,REGULAR,0.6989,1092.12,UPI
484,4,cust_00000484,REGULAR,0.7361,1382.66,CARD
485,0,cust_00000485,REGULAR,0.5769,2250.0,UPI
486,1,cust_00000486,REGULAR,0.8129,3516.68,UPI
487,2,cust_00000487,NEW,0.66,4240.96,NETBANKING
488,3,cust_00000488,REGULAR,0.8976,2704.7,CARD
489,4,cust_00000489,NEW,0.5542,3779.0,NETBANKING
490,0,cust_00000490,REGULAR,0.8586,2458.13,WALLET
491,1,cust_00000491,NEW,0.7385,1789.04,WALLET
492,2,cust_00000492,REGULAR,0.8044,1824.71,NETBANKING
493,3,cust_00000493,REGULAR,0.8466,1546.32,NETBANKING
494,4,cust_00000494,REGULAR,0.7538,5500.42,WALLET
495,0,cust_00000495,REGULAR,0.8898,1678.28,WALLET
496,1,cust_00000496,REGULAR,0.6468,1417.85,WALLET
497,2,cust_00000497,NEW,0.7524,6388.47,CARD
498,3,cust_00000498,NEW,0.7774,1173.65,NETBANKING
499,4,cust_00000499,CHURN_RISK,0.7931,1210.24,UPI
500,0,cust_00000500,REGULAR,0.774,2800.02,UPI
501,1,cust_00000501,REGULAR,0.7725,1303.9,UPI
502,2,cust_00000502,NEW,0.6532,2580.86,CARD
503,3,cust_00000503,REGULAR,0.8686,2839.57,WALLET
504,4,cust_00000504,NEW,0.8015,478.78,NETBANKING
505,0,cust_00000505,REGULAR,0.8931,3805.24,NETBANKING
506,1,cust_00000506,PREMIUM,0.9516,14738.95,NETBANKING
507,2,cust_00000507,PREMIUM,0.8827,15945.27,UPI
508,3,cust_00000508,NEW,0.742,1731.95,NETBANKING
509,4,cust_00000509,PREMIUM,0.9816,22525.69,CARD
510,0,cust_00000510,REGULAR,0.7696,2183.39,WALLET
511,1,cust_00000511,REGULAR,0.7802,4596.15,NETBANKING
512,2,cust_00000512,REGULAR,0.8917,2302.53,UPI
513,3,cust_00000513,REGULAR,0.7457,1148.95,WALLET
514,4,cust_00000514,NEW,0.5324,2520.88,WALLET
515,0,cust_00000515,PREMIUM,0.9695,3814.03,UPI
516,1,cust_00000516,NEW,0.6387,868.25,CARD
517,2,cust_00000517,NEW,0.8915,963.32,UPI
518,3,cust_00000518,REGULAR,0.8556,4208.9,NETBANKING
519,4,cust_00000519,REGULAR,0.9007,4257.13,CARD
520,0,cust_00000520,REGULAR,0.8042,2595.29,CARD
521,1,cust_00000521,PREMIUM,0.9434,9883.92,WALLET
522,2,cust_00000522,REGULAR,0.6401,7203.76,WALLET
523,3,cust_00000523,CHURN_RISK,0.292,1002.78,CARD
524,4,cust_00000524,CHURN_RISK,0.4557,2850.99,UPI
525,0,cust_00000525,NEW,0.7415,460.08,NETBANKING
526,1,cust_00000526,REGULAR,0.5887,1497.31,NETBANKING
527,2,cust_00000527,NEW,0.6739,1656.76,UPI
528,3,cust_00000528,NEW,0.6731,1669.83,UPI
529,4,cust_00000529,REGULAR,0.8415,727.09,CARD
530,0,cust_00000530,REGULAR,0.6232,2397.31,NETBANKING
531,1,cust_00000531,PREMIUM,0.9239,12506.87,WALLET
532,2,cust_00000532,REGULAR,0.8238,2650.69,CARD
533,3,cust_00000533,REGULAR,0.8604,1754.59,CARD
534,4,cust_00000534,REGULAR,0.7408,2346.36,WALLET
535,0,cust_00000535,REGULAR,0.6863,2018.33,CARD
536,1,cust_00000536,NEW,0.8095,1746.82,CARD
537,2,cust_00000537,CHURN_RISK,0.7006,1034.46,CARD
538,3,cust_00000538,REGULAR,0.9575,2899.77,UPI
539,4,cust_00000539,NEW,0.5975,3077.39,WALLET
540,0,cust_00000540,CHURN_RISK,0.4806,3617.18,NETBANKING
541,1,cust_00000541,PREMIUM,0.9558,11951.45,CARD
542,2,cust_00000542,REGULAR,0.641,3524.19,NETBANKING
543,3,cust_00000543,REGULAR,0.9306,1188.32,UPI
544,4,cust_00000544,PREMIUM,0.9521,8513.92,NETBANKING
545,0,cust_00000545,NEW,0.8801,626.05,WALLET
546,1,cust_00000546,REGULAR,0.8281,2962.88,UPI
547,2,cust_00000547,REGULAR,0.9285,2364.27,UPI
548,3,cust_00000548,REGULAR,0.7828,2688.03,WALLET
549,4,cust_00000549,REGULAR,0.6218,1579.34,UPI
550,0,cust_00000550,CHURN_RISK,0.2,2527.21,CARD
551,1,cust_00000551,PREMIUM,0.927,10332.79,UPI
552,2,cust_00000552,REGULAR,0.7959,1831.76,NETBANKING
553,3,cust_00000553,REGULAR,0.8102,1438.02,CARD
554,4,cust_00000554,REGULAR,0.7925,2464.89,NETBANKING
555,0,cust_00000555,REGULAR,0.8042,1599.86,NETBANKING
556,1,cust_00000556,REGULAR,0.9617,1760.33,CARD
557,2,cust_00000557,PREMIUM,0.9587,11633.35,NETBANKING
558,3,cust_00000558,REGULAR,0.8893,2551.66,UPI
559,4,cust_00000559,NEW,0.7493,1804.43,NETBANKING
560,0,cust_00000560,REGULAR,0.6838,1682.49,WALLET
561,1,cust_00000561,REGULAR,0.7873,3972.92,UPI
562,2,cust_00000562,NEW,0.8064,1197.19,CARD
563,3,cust_00000563,NEW,0.5171,1304.77,UPI
564,4,cust_00000564,PREMIUM,0.9225,4549.2,UPI
565,0,cust_00000565,REGULAR,0.7057,2642.66,NETBANKING
566,1,cust_00000566,REGULAR,0.8439,6826.65,WALLET
567,2,cust_00000567,REGULAR,0.9199,2219.83,WALLET
568,3,cust_00000568,NEW,0.6024,1892.41,UPI
569,4,cust_00000569,REGULAR,0.6088,3192.16,NETBANKING
570,0,cust_00000570,NEW,0.4539,1227.79,WALLET
571,1,cust_00000571,NEW,0.7296,2069.04,NETBANKING
572,2,cust_00000572,REGULAR,0.8529,4518.14,NETBANKING
573,3,cust_00000573,CHURN_RISK,0.3074,1298.27,NETBANKING
574,4,cust_00000574,REGULAR,0.8058,2538.84,WALLET
575,0,cust_00000575,NEW,0.6456,1676.07,NETBANKING
576,1,cust_00000576,REGULAR,0.813,5460.58,WALLET
577,2,cust_00000577,REGULAR,0.8468,2143.72,WALLET
578,3,cust_00000578,REGULAR,0.736,1619.96,WALLET
579,4,cust_00000579,PREMIUM,0.9568,7697.44,CARD
580,0,cust_00000580,REGULAR,0.8172,887.24,WALLET
581,1,cust_00000581,CHURN_RISK,0.2964,3245.69,WALLET
582,2,cust_00000582,REGULAR,0.9622,462.58,CARD
583,3,cust_00000583,REGULAR,0.9758,4868.32,CARD
584,4,cust_00000584,REGULAR,0.9559,6973.36,UPI
585,0,cust_00000585,REGULAR,0.9478,938.44,WALLET
586,1,cust_00000586,PREMIUM,0.8815,6160.54,WALLET
587,2,cust_00000587,CHURN_RISK,0.4052,2000.69,NETBANKING
588,3,cust_00000588,REGULAR,0.7984,2304.69,WALLET
589,4,cust_00000589,REGULAR,0.88,1749.11,CARD
590,0,cust_00000590,REGULAR,0.8445,909.16,UPI
591,1,cust_00000591,PREMIUM,0.8763,20903.92,CARD
592,2,cust_00000592,REGULAR,0.9254,5556.04,CARD
593,3,cust_00000593,NEW,0.5312,1109.52,CARD
594,4,cust_00000594,REGULAR,0.8197,1690.73,NETBANKING
595,0,cust_00000595,CHURN_RISK,0.2,1830.21,WALLET
596,1,cust_00000596,REGULAR,0.7839,1512.96,CARD
597,2,cust_00000597,REGULAR,0.8167,987.3,UPI
598,3,cust_00000598,NEW,0.559,1490.12,UPI
599,4,cust_00000599,CHURN_RISK,0.2404,2032.8,NETBANKING
600,0,cust_00000600,NEW,0.7906,1370.08,NETBANKING
601,1,cust_00000601,CHURN_RISK,0.5869,2371.68,UPI
602,2,cust_00000602,NEW,0.4105,2015.19,UPI
603,3,cust_00000603,NEW,0.6324,468.37,CARD
604,4,cust_00000604,PREMIUM,0.9,14389.41,UPI
605,0,cust_00000605,NEW,0.7076,1677.83,CARD
606,1,cust_00000606,REGULAR,0.9241,1981.37,UPI
607,2,cust_00000607,REGULAR,0.6554,2669.62,UPI
608,3,cust_00000608,NEW,0.6015,1672.69,NETBANKING
609,4,cust_00000609,CHURN_RISK,0.2931,1529.98,WALLET
610,0,cust_00000610,CHURN_RISK,0.249,2493.88,WALLET
611,1,cust_00000611,REGULAR,0.6116,2482.17,UPI
612,2,cust_00000612,NEW,0.7152,1125.05,UPI
613,3,cust_00000613,NEW,0.6465,504.78,UPI
614,4,cust_00000614,REGULAR,0.8836,2230.63,NETBANKING
615,0,cust_00000615,PREMIUM,0.7586,10788.08,UPI
616,1,cust_00000616,PREMIUM,0.9193,10089.31,CARD
617,2,cust_00000617,NEW,0.8386,1160.97,WALLET
618,3,cust_00000618,REGULAR,0.5921,1766.53,CARD
619,4,cust_00000619,CHURN_RISK,0.2381,1627.89,CARD
620,0,cust_00000620,REGULAR,0.8528,1720.87,WALLET
621,1,cust_00000621,CHURN_RISK,0.3143,2806.31,NETBANKING
622,2,cust_00000622,REGULAR,0.8693,4646.2,NETBANKING
623,3,cust_00000623,NEW,0.8082,2311.69,UPI
624,4,cust_00000624,PREMIUM,0.8704,4824.7,CARD
625,0,cust_00000625,REGULAR,0.9451,5403.72,CARD
626,1,cust_00000626,NEW,0.5806,1360.68,WALLET
627,2,cust_00000627,CHURN_RISK,0.2744,3900.03,NETBANKING
628,3,cust_00000628,NEW,0.7591,2316.38,WALLET
629,4,cust_00000629,PREMIUM,0.8268,7205.5,CARD
630,0,cust_00000630,REGULAR,0.8905,2478.49,CARD
631,1,cust_00000631,PREMIUM,0.7927,10170.7,WALLET
632,2,cust_00000632,PREMIUM,0.9456,8670.77,UPI
633,3,cust_00000633,NEW,0.7815,2211.98,UPI
634,4,cust_00000634,NEW,0.7286,1938.39,WALLET
635,0,cust_00000635,NEW,0.6852,1090.17,WALLET
636,1,cust_00000636,NEW,0.8812,685.39,CARD
637,2,cust_00000637,NEW,0.6002,1939.63,UPI
638,3,cust_00000638,NEW,0.8343,610.88,WALLET
639,4,cust_00000639,PREMIUM,0.8999,3859.21,NETBANKING
640,0,cust_00000640,REGULAR,0.8725,1432.03,WALLET
641,1,cust_00000641,REGULAR,0.9589,2155.84,CARD
642,2,cust_00000642,NEW,0.7791,1005.79,UPI
643,3,cust_00000643,PREMIUM,0.899,14923.29,NETBANKING
644,4,cust_00000644,REGULAR,0.6541,2712.91,UPI
645,0,cust_00000645,NEW,0.5126,1015.87,NETBANKING
646,1,cust_00000646,PREMIUM,0.952,7307.82,CARD
647,2,cust_00000647,REGULAR,0.7935,1828.29,CARD
648,3,cust_00000648,NEW,0.5265,1075.18,CARD
649,4,cust_00000649,NEW,0.5627,1544.13,CARD
650,0,cust_00000650,REGULAR,0.7415,406.88,NETBANKING
651,1,cust_00000651,NEW,0.8559,1785.9,UPI
652,2,cust_00000652,REGULAR,0.8385,1356.11,UPI
653,3,cust_00000653,NEW,0.6404,1252.52,NETBANKING
654,4,cust_00000654,REGULAR,0.9159,2574.49,NETBANKING
655,0,cust_00000655,REGULAR,0.9557,6448.88,WALLET
656,1,cust_00000656,REGULAR,0.8813,3382.21,CARD
657,2,cust_00000657,REGULAR,0.5363,1089.38,WALLET
658,3,cust_00000658,NEW,0.641,2395.71,NETBANKING
659,4,cust_00000659,REGULAR,0.8436,8051.52,UPI
660,0,cust_00000660,PREMIUM,0.9724,14053.07,NETBANKING
661,1,cust_00000661,REGULAR,0.7731,2576.1,NETBANKING
662,2,cust_00000662,NEW,0.7232,597.58,NETBANKING
663,3,cust_00000663,NEW,0.7612,1640.96,NETBANKING
664,4,cust_00000664,CHURN_RISK,0.2,757.83,NETBANKING
665,0,cust_00000665,REGULAR,0.7338,1282.03,UPI
666,1,cust_00000666,REGULAR,0.6794,2783.02,UPI
667,2,cust_00000667,PREMIUM,0.9305,13473.92,CARD
668,3,cust_00000668,REGULAR,0.7765,1595.42,WALLET
669,4,cust_00000669,CHURN_RISK,0.2954,1544.8,WALLET
670,0,cust_00000670,NEW,0.7895,1483.43,UPI
671,1,cust_00000671,REGULAR,0.6188,1240.3,CARD
672,2,cust_00000672,REGULAR,0.6872,2082.62,UPI
673,3,cust_00000673,CHURN_RISK,0.289,3911.2,CARD
674,4,cust_00000674,REGULAR,0.7175,3795.74,WALLET
675,0,cust_00000675,PREMIUM,0.8192,9678.75,WALLET
676,1,cust_00000676,REGULAR,0.8524,1625.38,WALLET
677,2,cust_00000677,PREMIUM,0.9246,4491.82,UPI
678,3,cust_00000678,REGULAR,0.9606,1312.1,NETBANKING
679,4,cust_00000679,PREMIUM,0.9616,6382.34,CARD
680,0,cust_00000680,REGULAR,0.9818,8517.91,NETBANKING
681,1,cust_00000681,REGULAR,0.8849,6813.5,CARD
682,2,cust_00000682,REGULAR,0.9713,2494.56,CARD
683,3,cust_00000683,REGULAR,0.8762,1021.6,WALLET
684,4,cust_00000684,CHURN_RISK,0.4249,3019.89,WALLET
685,0,cust_00000685,NEW,0.4875,973.59,UPI
686,1,cust_00000686,REGULAR,0.9013,5968.58,WALLET
687,2,cust_00000687,REGULAR,0.7929,917.46,WALLET
688,3,cust_00000688,NEW,0.6873,1229.68,CARD
689,4,cust_00000689,REGULAR,0.6754,3853.32,CARD
690,0,cust_00000690,REGULAR,0.7242,5949.69,CARD
691,1,cust_00000691,CHURN_RISK,0.2874,1512.1,UPI
692,2,cust_00000692,REGULAR,0.8588,4100.04,UPI
693,3,cust_00000693,NEW,0.6866,1188.3,UPI
694,4,cust_00000694,REGULAR,0.6296,1824.78,NETBANKING
695,0,cust_00000695,NEW,0.6359,947.03,UPI
696,1,cust_00000696,REGULAR,0.7568,1732.17,UPI
697,2,cust_00000697,REGULAR,0.913,1250.58,UPI
698,3,cust_00000698,REGULAR,0.8191,2517.28,CARD
699,4,cust_00000699,REGULAR,0.6216,2161.18,NETBANKING
700,0,cust_00000700,NEW,0.4,1232.27,CARD
701,1,cust_00000701,REGULAR,0.758,3422.2,NETBANKING
702,2,cust_00000702,REGULAR,0.8153,5113.72,WALLET
703,3,cust_00000703,NEW,0.7018,3790.7,CARD
704,4,cust_00000704,NEW,0.847,1448.63,CARD
705,0,cust_00000705,REGULAR,0.7142,2115.81,UPI
706,1,cust_00000706,REGULAR,0.9505,848.02,NETBANKING
707,2,cust_00000707,CHURN_RISK,0.5144,3762.67,UPI
708,3,cust_00000708,NEW,0.5102,1282.57,UPI
709,4,cust_00000709,NEW,0.5169,1122.37,WALLET
710,0,cust_00000710,CHURN_RISK,0.2,1392.36,CARD
711,1,cust_00000711,NEW,0.6018,1125.64,CARD
712,2,cust_00000712,REGULAR,0.6761,5184.07,CARD
713,3,cust_00000713,REGULAR,0.8861,1506.13,NETBANKING
714,4,cust_00000714,PREMIUM,0.9485,8139.35,NETBANKING
715,0,cust_00000715,NEW,0.4874,3980.69,CARD
716,1,cust_00000716,CHURN_RISK,0.3804,3447.42,CARD
717,2,cust_00000717,REGULAR,0.8756,1982.55,CARD
718,3,cust_00000718,REGULAR,0.5778,8709.96,WALLET
719,4,cust_00000719,PREMIUM,0.9491,3337.41,UPI
720,0,cust_00000720,CHURN_RISK,0.4744,2797.91,WALLET
721,1,cust_00000721,PREMIUM,0.7119,3817.82,WALLET
722,2,cust_00000722,PREMIUM,0.9803,8062.6,UPI
723,3,cust_00000723,REGULAR,0.7938,1317.11,NETBANKING
724,4,cust_00000724,PREMIUM,0.9361,7401.15,CARD
725,0,cust_00000725,REGULAR,0.8662,1654.05,UPI
726,1,cust_00000726,REGULAR,0.918,935.93,NETBANKING
727,2,cust_00000727,REGULAR,0.7776,2304.9,NETBANKING
728,3,cust_00000728,PREMIUM,0.9209,17034.9,UPI
729,4,cust_00000729,PREMIUM,0.8634,5155.26,UPI
730,0,cust_00000730,REGULAR,0.7711,4189.72,CARD
731,1,cust_00000731,PREMIUM,0.8542,8811.61,CARD
732,2,cust_00000732,NEW,0.6701,3730.22,NETBANKING
733,3,cust_00000733,REGULAR,0.8705,2409.02,UPI
734,4,cust_00000734,REGULAR,0.8523,5288.55,CARD
735,0,cust_00000735,REGULAR,0.7886,1162.76,UPI
736,1,cust_00000736,REGULAR,0.6764,2834.16,WALLET
737,2,cust_00000737,PREMIUM,0.9865,7912.04,UPI
738,3,cust_00000738,PREMIUM,0.9251,6831.11,UPI
739,4,cust_00000739,NEW,0.8336,1313.15,UPI
740,0,cust_00000740,PREMIUM,0.933,7930.17,NETBANKING
741,1,cust_00000741,REGULAR,0.8228,3199.46,WALLET
742,2,cust_00000742,REGULAR,0.6143,2691.47,CARD
743,3,cust_00000743,REGULAR,0.8433,3098.86,NETBANKING
744,4,cust_00000744,REGULAR,0.7947,1019.09,UPI
745,0,cust_00000745,NEW,0.5207,2823.4,CARD
746,1,cust_00000746,NEW,0.7299,2549.34,CARD
747,2,cust_00000747,REGULAR,0.9718,2031.49,WALLET
748,3,cust_00000748,REGULAR,0.7585,1230.62,UPI
749,4,cust_00000749,REGULAR,0.9279,3668.88,NETBANKING
750,0,cust_00000750,REGULAR,0.7966,445.61,WALLET
751,1,cust_00000751,NEW,0.7308,1226.29,CARD
752,2,cust_00000752,REGULAR,0.8379,2209.54,CARD
753,3,cust_00000753,REGULAR,0.7692,5202.64,UPI
754,4,cust_00000754,CHURN_RISK,0.5698,1184.27,WALLET
755,0,cust_00000755,PREMIUM,0.978,7800.18,WALLET
756,1,cust_00000756,REGULAR,0.6513,1866.69,UPI
757,2,cust_00000757,NEW,0.7049,2419.22,WALLET
758,3,cust_00000758,REGULAR,0.7416,3911.96,UPI
759,4,cust_00000759,PREMIUM,0.9596,7541.78,UPI
760,0,cust_00000760,PREMIUM,0.952,9058.42,WALLET
761,1,cust_00000761,CHURN_RISK,0.4952,2628.54,UPI
762,2,cust_00000762,PREMIUM,0.8689,18804.92,NETBANKING
763,3,cust_00000763,REGULAR,0.8405,1712.88,NETBANKING
764,4,cust_00000764,PREMIUM,0.6814,5688.71,WALLET
765,0,cust_00000765,PREMIUM,0.9336,5842.2,WALLET
766,1,cust_00000766,REGULAR,0.9109,2189.14,UPI
767,2,cust_00000767,REGULAR,0.7219,3400.36,WALLET
768,3,cust_00000768,REGULAR,0.8445,1522.68,UPI
769,4,cust_00000769,REGULAR,0.8593,1266.09,CARD
770,0,cust_00000770,NEW,0.7878,377.17,UPI
771,1,cust_00000771,PREMIUM,0.9985,5656.31,CARD
772,2,cust_00000772,NEW,0.6552,1187.34,CARD
773,3,cust_00000773,REGULAR,0.9454,1659.95,WALLET
774,4,cust_00000774,REGULAR,0.8578,3456.32,UPI
775,0,cust_00000775,NEW,0.5861,401.27,WALLET
776,1,cust_00000776,NEW,0.4,1821.25,UPI
777,2,cust_00000777,REGULAR,0.8043,2051.65,NETBANKING
778,3,cust_00000778,CHURN_RISK,0.4352,816.45,UPI
779,4,cust_00000779,REGULAR,0.8717,1985.77,NETBANKING
780,0,cust_00000780,REGULAR,0.8952,1526.53,NETBANKING
781,1,cust_00000781,CHURN_RISK,0.307,574.16,CARD
782,2,cust_00000782,REGULAR,0.9065,3216.01,NETBANKING
783,3,cust_00000783,NEW,0.4675,399.86,CARD
784,4,cust_00000784,REGULAR,0.9191,3661.7,CARD
785,0,cust_00000785,NEW,0.8388,513.91,UPI
786,1,cust_00000786,REGULAR,0.7178,2030.18,NETBANKING
787,2,cust_00000787,REGULAR,0.8697,2238.62,NETBANKING
788,3,cust_00000788,REGULAR,0.796,1181.48,CARD
789,4,cust_00000789,REGULAR,0.8096,2038.17,UPI
790,0,cust_00000790,PREMIUM,0.7693,19618.19,NETBANKING
791,1,cust_00000791,PREMIUM,0.7005,7101.05,WALLET
792,2,cust_00000792,REGULAR,0.8624,6211.37,NETBANKING
793,3,cust_00000793,PREMIUM,0.9777,6748.22,WALLET
794,4,cust_00000794,REGULAR,0.8773,3814.81,NETBANKING
795,0,cust_00000795,NEW,0.7316,942.96,NETBANKING
796,1,cust_00000796,NEW,0.8269,959.06,NETBANKING
797,2,cust_00000797,NEW,0.6881,975.83,UPI
798,3,cust_00000798,REGULAR,0.8167,1849.75,NETBANKING
799,4,cust_00000799,NEW,0.6523,917.72,WALLET
800,0,cust_00000800,REGULAR,0.8313,9971.04,UPI
801,1,cust_00000801,PREMIUM,0.8704,2255.57,UPI
802,2,cust_00000802,PREMIUM,0.8792,4586.48,WALLET
803,3,cust_00000803,NEW,0.6687,3526.97,NETBANKING
804,4,cust_00000804,REGULAR,0.8222,2004.91,UPI
805,0,cust_00000805,REGULAR,0.7237,7573.45,UPI
806,1,cust_00000806,CHURN_RISK,0.2306,4861.71,CARD
807,2,cust_00000807,PREMIUM,0.9499,17557.16,CARD
808,3,cust_00000808,PREMIUM,0.9476,11221.18,WALLET
809,4,cust_00000809,CHURN_RISK,0.2212,1602.5,CARD
810,0,cust_00000810,REGULAR,0.8441,2442.14,CARD
811,1,cust_00000811,PREMIUM,0.9358,6706.49,CARD
812,2,cust_00000812,NEW,0.8004,2686.12,UPI
813,3,cust_00000813,NEW,0.7608,1255.58,WALLET
814,4,cust_00000814,REGULAR,0.9015,1286.82,UPI
815,0,cust_00000815,REGULAR,0.8287,3849.58,WALLET
816,1,cust_00000816,REGULAR,0.5796,1710.02,UPI
817,2,cust_00000817,PREMIUM,0.986,7197.95,WALLET
818,3,cust_00000818,REGULAR,0.6504,2164.34,NETBANKING
819,4,cust_00000819,REGULAR,0.9196,2126.01,CARD
820,0,cust_00000820,NEW,0.602,1529.79,UPI
821,1,cust_00000821,NEW,0.8352,1170.55,NETBANKING
822,2,cust_00000822,PREMIUM,0.9396,8674.38,CARD
823,3,cust_00000823,REGULAR,0.7983,3866.34,WALLET
824,4,cust_00000824,REGULAR,0.8278,2380.81,CARD
825,0,cust_00000825,NEW,0.734,257.59,CARD
826,1,cust_00000826,REGULAR,0.6523,5805.76,NETBANKING
827,2,cust_00000827,REGULAR,0.6194,5739.04,CARD
828,3,cust_00000828,REGULAR,0.9443,3358.69,NETBANKING
829,4,cust_00000829,REGULAR,0.7597,1866.45,WALLET
830,0,cust_00000830,NEW,0.7235,842.12,NETBANKING
831,1,cust_00000831,NEW,0.5233,1371.89,CARD
832,2,cust_00000832,REGULAR,0.9239,3236.96,NETBANKING
833,3,cust_00000833,NEW,0.6361,786.25,CARD
834,4,cust_00000834,CHURN_RISK,0.2184,755.37,NETBANKING
835,0,cust_00000835,REGULAR,0.824,1640.99,UPI
836,1,cust_00000836,REGULAR,0.8261,5058.54,CARD
837,2,cust_00000837,PREMIUM,0.9781,17082.05,WALLET
838,3,cust_00000838,NEW,0.6351,4342.54,NETBANKING
839,4,cust_00000839,REGULAR,0.8575,3408.19,WALLET
840,0,cust_00000840,REGULAR,0.8461,670.92,UPI
841,1,cust_00000841,PREMIUM,0.9418,11650.04,NETBANKING
842,2,cust_00000842,NEW,0.5685,5298.85,UPI
843,3,cust_00000843,REGULAR,0.6099,5986.88,NETBANKING
844,4,cust_00000844,NEW,0.6874,4045.26,NETBANKING
845,0,cust_00000845,PREMIUM,0.9058,13102.77,NETBANKING
846,1,cust_00000846,CHURN_RISK,0.6776,1479.81,NETBANKING
847,2,cust_00000847,REGULAR,0.6284,2250.56,CARD
848,3,cust_00000848,REGULAR,0.8982,4034.8,WALLET
849,4,cust_00000849,NEW,0.8537,913.47,CARD
850,0,cust_00000850,CHURN_RISK,0.5424,2270.71,UPI
851,1,cust_00000851,REGULAR,0.8158,2182.39,WALLET
852,2,cust_00000852,REGULAR,0.7789,1354.0,UPI
853,3,cust_00000853,NEW,0.7271,1236.05,NETBANKING
854,4,cust_00000854,NEW,0.7572,1504.43,NETBANKING
855,0,cust_00000855,REGULAR,0.7282,1929.62,WALLET
856,1,cust_00000856,REGULAR,0.7738,2176.71,CARD
857,2,cust_00000857,NEW,0.4,906.34,WALLET
858,3,cust_00000858,NEW,0.6166,2530.93,WALLET
859,4,cust_00000859,NEW,0.4799,2646.76,CARD
860,0,cust_00000860,REGULAR,0.664,7193.88,CARD
861,1,cust_00000861,PREMIUM,0.9217,4334.58,UPI
862,2,cust_00000862,CHURN_RISK,0.3868,2876.17,UPI
863,3,cust_00000863,NEW,0.8561,1212.79,CARD
864,4,cust_00000864,NEW,0.4743,1828.18,UPI
865,0,cust_00000865,PREMIUM,0.9158,9595.53,NETBANKING
866,1,cust_00000866,REGULAR,0.7686,3737.16,CARD
867,2,cust_00000867,NEW,0.6639,2727.02,UPI
868,3,cust_00000868,PREMIUM,0.9418,4885.3,WALLET
869,4,cust_00000869,CHURN_RISK,0.4196,1889.66,NETBANKING
870,0,cust_00000870,REGULAR,0.6883,2499.63,WALLET
871,1,cust_00000871,NEW,0.6308,687.61,UPI
872,2,cust_00000872,NEW,0.5391,2112.27,NETBANKING
873,3,cust_00000873,REGULAR,0.8279,2613.57,UPI
874,4,cust_00000874,REGULAR,0.753,4617.09,WALLET
875,0,cust_00000875,REGULAR,0.7116,6634.01,UPI
876,1,cust_00000876,REGULAR,0.7964,3140.45,WALLET
877,2,cust_00000877,REGULAR,0.6046,3153.19,CARD
