payment_id,merchant_id,customer_id,external_payment_id,amount,currency,payment_method,status,failure_reason,attempt_number,created_at,hour,day_of_week,recent_method_failure_rate,merchant_success_rate,customer_success_rate,segment
14269,0,2110,pay_000014269,1925.1,INR,UPI,CAPTURED,,1,2026-05-26 17:56:00,17,1,0.08,0.93,0.8717,REGULAR
14270,1,1121,pay_000014270,1085.77,INR,UPI,CAPTURED,,1,2026-05-26 18:05:00,18,1,0.08,0.9,0.5073,REGULAR
14271,0,5,pay_000014271,49194.34,INR,WALLET,CAPTURED,,1,2026-05-26 18:11:00,18,1,0.2,0.93,0.8072,PREMIUM
14272,0,575,pay_000014272,1877.26,INR,UPI,CAPTURED,,1,2026-05-26 18:18:00,18,1,0.08,0.93,0.6456,NEW
14273,0,2280,pay_000014273,1142.58,INR,WALLET,FAILED,NETWORK_FAILURE,1,2026-05-26 18:21:00,18,1,0.2,0.93,0.4876,NEW
14274,4,1764,pay_000014274,10124.51,INR,NETBANKING,CAPTURED,,1,2026-05-26 18:22:00,18,1,0.16,0.91,0.9593,PREMIUM
14275,1,1971,pay_000014275,2317.47,INR,CARD,CAPTURED,,1,2026-05-26 18:22:00,18,1,0.12,0.9,0.8569,REGULAR
14276,1,1936,pay_000014276,5103.41,INR,NETBANKING,FAILED,TEMPORARY_BANK_FAILURE,1,2026-05-26 18:23:00,18,1,0.16,0.9,0.78,PREMIUM
14277,4,334,pay_000014277,385.88,INR,UPI,CAPTURED,,1,2026-05-26 18:24:00,18,1,0.08,0.91,0.7681,NEW
14278,3,1463,pay_000014278,1287.19,INR,UPI,CAPTURED,,1,2026-05-26 18:26:00,18,1,0.08,0.95,0.6952,REGULAR
14279,3,1688,pay_000014279,1342.03,INR,WALLET,FAILED,TEMPORARY_BANK_FAILURE,1,2026-05-26 18:31:00,18,1,0.2,0.95,0.3811,CHURN_RISK
14280,3,238,pay_000014280,668.93,INR,NETBANKING,CAPTURED,,1,2026-05-26 18:33:00,18,1,0.16,0.95,0.6523,NEW
14281,0,1285,pay_000014281,3242.97,INR,CARD,CAPTURED,,1,2026-05-26 18:33:00,18,1,0.12,0.93,0.7746,REGULAR
14282,0,670,pay_000014282,2050.75,INR,UPI,CAPTURED,,1,2026-05-26 18:34:00,18,1,0.08,0.93,0.7895,NEW
14283,1,2426,pay_000014283,4773.89,INR,CARD,CAPTURED,,1,2026-05-26 18:36:00,18,1,0.12,0.9,0.7873,NEW
14284,0,630,pay_000014284,2889.72,INR,CARD,CAPTURED,,1,2026-05-26 18:37:00,18,1,0.12,0.93,0.8905,REGULAR
14285,0,760,pay_000014285,5928.4,INR,WALLET,CAPTURED,,1,2026-05-26 18:37:00,18,1,0.2,0.93,0.952,PREMIUM
14286,2,2217,pay_000014286,1257.97,INR,NETBANKING,FAILED,TEMPORARY_BANK_FAILURE,1,2026-05-26 18:41:00,18,1,0.16,0.88,0.8164,REGULAR
14287,2,1522,pay_000014287,6701.59,INR,NETBANKING,FAILED,NETWORK_FAILURE,1,2026-05-26 18:42:00,18,1,0.16,0.88,0.7858,REGULAR
14288,3,2363,pay_000014288,1155.28,INR,UPI,CAPTURED,,1,2026-05-26 18:43:00,18,1,0.08,0.95,0.7895,REGULAR
14289,2,1307,pay_000014289,4647.41,INR,UPI,CAPTURED,,1,2026-05-26 18:50:00,18,1,0.08,0.88,0.7087,REGULAR
14290,0,470,pay_000014290,6669.27,INR,UPI,CAPTURED,,1,2026-05-26 18:53:00,18,1,0.08,0.93,0.85,PREMIUM
14291,2,552,pay_000014291,3431.46,INR,NETBANKING,FAILED,TEMPORARY_BANK_FAILURE,1,2026-05-26 18:54:00,18,1,0.16,0.88,0.7959,REGULAR
14292,4,419,pay_000014292,6849.59,INR,CARD,FAILED,AUTHENTICATION_FAILURE,1,2026-05-26 18:54:00,18,1,0.12,0.91,0.9371,PREMIUM
14293,4,2034,pay_000014293,11171.8,INR,CARD,CAPTURED,,1,2026-05-26 18:56:00,18,1,0.12,0.91,0.9767,PREMIUM
14294,0,60,pay_000014294,339.58,INR,CARD,FAILED,REPEATED_FAILURE,2,2026-05-26 18:56:00,18,1,0.12,0.93,0.8602,NEW
14295,2,1857,pay_000014295,2469.72,INR,NETBANKING,CAPTURED,,1,2026-05-26 18:59:00,18,1,0.16,0.88,0.6384,REGULAR
14296,1,1101,pay_000014296,3844.27,INR,UPI,CAPTURED,,1,2026-05-26 19:00:00,19,1,0.08,0.9,0.9066,PREMIUM
14297,0,1360,pay_000014297,12686.75,INR,CARD,CAPTURED,,1,2026-05-26 19:01:00,19,1,0.12,0.93,0.9371,PREMIUM
14298,0,2070,pay_000014298,3528.36,INR,WALLET,CAPTURED,,1,2026-05-26 19:04:00,19,1,0.2,0.93,0.6034,NEW
14299,0,2360,pay_000014299,547.49,INR,NETBANKING,CAPTURED,,1,2026-05-26 19:10:00,19,1,0.16,0.93,0.8363,NEW
14300,2,712,pay_000014300,9614.57,INR,CARD,CAPTURED,,1,2026-05-26 19:11:00,19,1,0.12,0.88,0.6761,REGULAR
14301,1,2316,pay_000014301,2642.73,INR,UPI,CAPTURED,,1,2026-05-26 19:13:00,19,1,0.08,0.9,0.2,CHURN_RISK
14302,1,2276,pay_000014302,1747.42,INR,WALLET,CAPTURED,,1,2026-05-26 19:25:00,19,1,0.2,0.9,0.8184,REGULAR
14303,4,2044,pay_000014303,981.3,INR,NETBANKING,FAILED,NETWORK_FAILURE,1,2026-05-26 19:26:00,19,1,0.16,0.91,0.7202,REGULAR
14304,0,310,pay_000014304,6721.81,INR,NETBANKING,CAPTURED,,1,2026-05-26 19:27:00,19,1,0.16,0.93,0.8448,REGULAR
14305,0,380,pay_000014305,2847.81,INR,NETBANKING,FAILED,NETWORK_FAILURE,1,2026-05-26 19:27:00,19,1,0.16,0.93,0.6796,REGULAR
14306,4,84,pay_000014306,2085.54,INR,UPI,CAPTURED,,1,2026-05-26 19:28:00,19,1,0.08,0.91,0.9331,REGULAR
14307,0,2235,pay_000014307,1312.39,INR,NETBANKING,CAPTURED,,1,2026-05-26 19:31:00,19,1,0.16,0.93,0.5642,REGULAR
14308,4,2384,pay_000014308,33425.74,INR,WALLET,CAPTURED,,1,2026-05-26 19:35:00,19,1,0.2,0.91,0.9534,PREMIUM
14309,4,764,pay_000014309,4656.71,INR,CARD,CAPTURED,,1,2026-05-26 19:36:00,19,1,0.12,0.91,0.6814,PREMIUM
14310,4,1314,pay_000014310,5563.23,INR,UPI,CAPTURED,,1,2026-05-26 19:37:00,19,1,0.08,0.91,0.9467,PREMIUM
14311,0,1425,pay_000014311,3856.76,INR,CARD,CAPTURED,,1,2026-05-26 19:45:00,19,1,0.12,0.93,0.6458,NEW
14312,3,978,pay_000014312,2031.86,INR,WALLET,FAILED,TEMPORARY_BANK_FAILURE,1,2026-05-26 19:46:00,19,1,0.2,0.95,0.5702,NEW
14313,1,2436,pay_000014313,1079.45,INR,WALLET,FAILED,TEMPORARY_BANK_FAILURE,1,2026-05-26 19:47:00,19,1,0.2,0.9,0.9316,NEW
14314,1,2356,pay_000014314,2379.32,INR,NETBANKING,CAPTURED,,1,2026-05-26 19:47:00,19,1,0.16,0.9,0.78,REGULAR
14315,2,577,pay_000014315,1379.32,INR,UPI,CAPTURED,,1,2026-05-26 19:47:00,19,1,0.08,0.88,0.8468,REGULAR
14316,4,1374,pay_000014316,1003.35,INR,CARD,CAPTURED,,1,2026-05-26 19:50:00,19,1,0.12,0.91,0.7774,NEW
14317,4,499,pay_000014317,1538.43,INR,NETBANKING,CAPTURED,,1,2026-05-26 19:51:00,19,1,0.16,0.91,0.7931,CHURN_RISK
14318,3,218,pay_000014318,3427.35,INR,UPI,FAILED,REPEATED_FAILURE,2,2026-05-26 19:52:00,19,1,0.08,0.95,0.779,REGULAR
14319,4,2129,pay_000014319,1125.24,INR,UPI,CAPTURED,,1,2026-05-26 19:54:00,19,1,0.08,0.91,0.2041,CHURN_RISK
14320,0,2165,pay_000014320,2363.15,INR,UPI,CAPTURED,,1,2026-05-26 19:55:00,19,1,0.08,0.93,0.9457,REGULAR
14321,2,32,pay_000014321,2407.67,INR,NETBANKING,FAILED,REPEATED_FAILURE,2,2026-05-26 19:58:00,19,1,0.16,0.88,0.6558,REGULAR
14322,4,1359,pay_000014322,1970.52,INR,CARD,CAPTURED,,1,2026-05-26 20:00:00,20,1,0.12,0.91,0.7586,REGULAR
14323,0,435,pay_000014323,1561.03,INR,NETBANKING,CAPTURED,,1,2026-05-26 20:07:00,20,1,0.16,0.93,0.7065,NEW
14324,3,1408,pay_000014324,1579.23,INR,UPI,CAPTURED,,1,2026-05-26 20:08:00,20,1,0.08,0.95,0.3441,CHURN_RISK
14325,3,818,pay_000014325,1182.9,INR,NETBANKING,FAILED,NETWORK_FAILURE,1,2026-05-26 20:09:00,20,1,0.16,0.95,0.6504,REGULAR
14326,0,1335,pay_000014326,2139.6,INR,NETBANKING,CAPTURED,,1,2026-05-26 20:09:00,20,1,0.16,0.93,0.546,NEW
14327,0,1845,pay_000014327,4866.34,INR,NETBANKING,CAPTURED,,1,2026-05-26 20:16:00,20,1,0.16,0.93,0.8247,REGULAR
14328,2,212,pay_000014328,2038.33,INR,CARD,CAPTURED,,1,2026-05-26 20:17:00,20,1,0.12,0.88,0.8441,NEW
14329,1,1201,pay_000014329,6713.25,INR,WALLET,CAPTURED,,1,2026-05-26 20:19:00,20,1,0.2,0.9,0.9481,PREMIUM
14330,0,855,pay_000014330,1666.48,INR,WALLET,FAILED,NETWORK_FAILURE,1,2026-05-26 20:33:00,20,1,0.2,0.93,0.7282,REGULAR
14331,3,983,pay_000014331,960.32,INR,CARD,CAPTURED,,1,2026-05-26 20:35:00,20,1,0.12,0.95,0.8714,REGULAR
14332,1,2326,pay_000014332,1179.79,INR,WALLET,CAPTURED,,1,2026-05-26 20:38:00,20,1,0.2,0.9,0.8973,REGULAR
14333,1,2296,pay_000014333,1915.07,INR,UPI,FAILED,AUTHENTICATION_FAILURE,1,2026-05-26 20:39:00,20,1,0.08,0.9,0.4769,NEW
14334,0,1630,pay_000014334,848.32,INR,NETBANKING,FAILED,TEMPORARY_BANK_FAILURE,1,2026-05-26 20:43:00,20,1,0.16,0.93,0.7805,NEW
14335,4,1889,pay_000014335,1124.99,INR,NETBANKING,CAPTURED,,1,2026-05-26 20:45:00,20,1,0.16,0.91,0.8506,REGULAR
14336,4,964,pay_000014336,12369.09,INR,CARD,CAPTURED,,1,2026-05-26 20:50:00,20,1,0.12,0.91,0.5,REGULAR
14337,2,1582,pay_000014337,1911.56,INR,WALLET,CAPTURED,,1,2026-05-26 20:50:00,20,1,0.2,0.88,0.5433,CHURN_RISK
14338,2,1177,pay_000014338,9719.45,INR,CARD,CAPTURED,,1,2026-05-26 20:50:00,20,1,0.12,0.88,0.7302,NEW
14339,0,850,pay_000014339,1378.51,INR,WALLET,FAILED,NETWORK_FAILURE,1,2026-05-26 20:52:00,20,1,0.2,0.93,0.5424,CHURN_RISK
14340,3,1978,pay_000014340,3170.17,INR,NETBANKING,FAILED,TEMPORARY_BANK_FAILURE,1,2026-05-26 20:55:00,20,1,0.16,0.95,0.6903,REGULAR
14341,2,2147,pay_000014341,3074.41,INR,WALLET,CAPTURED,,1,2026-05-26 21:00:00,21,1,0.2,0.88,0.8333,NEW
14342,0,880,pay_000014342,3717.25,INR,WALLET,CAPTURED,,1,2026-05-26 21:02:00,21,1,0.2,0.93,0.7055,REGULAR
14343,2,632,pay_000014343,9901.55,INR,UPI,CAPTURED,,1,2026-05-26 21:02:00,21,1,0.08,0.88,0.9456,PREMIUM
14344,4,1004,pay_000014344,2591.66,INR,NETBANKING,CAPTURED,,1,2026-05-26 21:07:00,21,1,0.16,0.91,0.7999,REGULAR
14345,4,2364,pay_000014345,3411.74,INR,UPI,FAILED,CUSTOMER_ABANDONMENT,1,2026-05-26 21:08:00,21,1,0.08,0.91,0.8798,REGULAR
14346,3,1928,pay_000014346,5053.92,INR,NETBANKING,CAPTURED,,1,2026-05-26 21:09:00,21,1,0.16,0.95,0.8861,REGULAR
14347,1,651,pay_000014347,887.28,INR,UPI,CAPTURED,,1,2026-05-26 21:14:00,21,1,0.08,0.9,0.8559,NEW
14348,0,1550,pay_000014348,1623.52,INR,NETBANKING,CAPTURED,,1,2026-05-26 21:18:00,21,1,0.16,0.93,0.9118,REGULAR
14349,0,2050,pay_000014349,7192.41,INR,WALLET,CAPTURED,,1,2026-05-26 21:20:00,21,1,0.2,0.93,0.6467,NEW
14350,2,892,pay_000014350,2256.13,INR,NETBANKING,CAPTURED,,1,2026-05-26 21:21:00,21,1,0.16,0.88,0.8096,NEW
14351,0,2285,pay_000014351,1759.44,INR,WALLET,FAILED,TEMPORARY_BANK_FAILURE,1,2026-05-26 21:26:00,21,1,0.2,0.93,0.9826,REGULAR
14352,1,2336,pay_000014352,10964.61,INR,CARD,FAILED,AUTHENTICATION_FAILURE,1,2026-05-26 21:30:00,21,1,0.12,0.9,0.7773,PREMIUM
14353,1,566,pay_000014353,11158.2,INR,WALLET,CAPTURED,,1,2026-05-26 21:30:00,21,1,0.2,0.9,0.8439,REGULAR
14354,1,1506,pay_000014354,1936.35,INR,UPI,CAPTURED,,1,2026-05-26 21:35:00,21,1,0.08,0.9,0.6136,NEW
14355,3,573,pay_000014355,1085.39,INR,NETBANKING,FAILED,REPEATED_FAILURE,2,2026-05-26 21:38:00,21,1,0.16,0.95,0.3074,CHURN_RISK
14356,2,1677,pay_000014356,1175.23,INR,WALLET,FAILED,NETWORK_FAILURE,1,2026-05-26 21:40:00,21,1,0.2,0.88,0.4275,NEW
14357,1,196,pay_000014357,1075.13,INR,WALLET,CAPTURED,,1,2026-05-26 21:41:00,21,1,0.2,0.9,0.5346,REGULAR
14358,1,1601,pay_000014358,7648.92,INR,CARD,CAPTURED,,1,2026-05-26 21:42:00,21,1,0.12,0.9,0.9414,REGULAR
14359,3,853,pay_000014359,1633.5,INR,NETBANKING,CAPTURED,,1,2026-05-26 21:46:00,21,1,0.16,0.95,0.7271,NEW
14360,3,1278,pay_000014360,1250.71,INR,CARD,CAPTURED,,1,2026-05-26 21:51:00,21,1,0.12,0.95,0.9293,REGULAR
14361,0,1250,pay_000014361,777.86,INR,UPI,CAPTURED,,1,2026-05-26 21:56:00,21,1,0.08,0.93,0.8951,REGULAR
14362,0,2485,pay_000014362,4191.73,INR,UPI,CAPTURED,,1,2026-05-26 21:57:00,21,1,0.08,0.93,0.9113,PREMIUM
14363,4,214,pay_000014363,5831.09,INR,NETBANKING,CAPTURED,,1,2026-05-26 22:02:00,22,1,0.16,0.91,0.8079,PREMIUM
14364,4,1454,pay_000014364,2189.8,INR,UPI,CAPTURED,,1,2026-05-26 22:02:00,22,1,0.08,0.91,0.8919,REGULAR
14365,0,365,pay_000014365,2689.41,INR,NETBANKING,CAPTURED,,1,2026-05-26 22:09:00,22,1,0.16,0.93,0.8142,REGULAR
14366,1,1621,pay_000014366,2464.98,INR,CARD,CAPTURED,,1,2026-05-26 22:17:00,22,1,0.12,0.9,0.6827,REGULAR
14367,0,1055,pay_000014367,988.06,INR,NETBANKING,CAPTURED,,1,2026-05-26 22:18:00,22,1,0.16,0.93,0.6598,REGULAR
14368,0,415,pay_000014368,2100.75,INR,WALLET,CAPTURED,,1,2026-05-26 22:23:00,22,1,0.2,0.93,0.8955,REGULAR
14369,0,450,pay_000014369,3257.88,INR,NETBANKING,CAPTURED,,1,2026-05-26 22:25:00,22,1,0.16,0.93,0.8628,REGULAR
14370,4,309,pay_000014370,2367.81,INR,NETBANKING,CAPTURED,,1,2026-05-26 22:26:00,22,1,0.16,0.91,0.6888,REGULAR
14371,3,1933,pay_000014371,1033.42,INR,UPI,CAPTURED,,1,2026-05-26 22:29:00,22,1,0.08,0.95,0.6196,REGULAR
14372,2,2282,pay_000014372,4150.79,INR,NETBANKING,CAPTURED,,1,2026-05-26 22:30:00,22,1,0.16,0.88,0.7894,PREMIUM
14373,1,806,pay_000014373,4199.18,INR,CARD,FAILED,CUSTOMER_ABANDONMENT,1,2026-05-26 22:32:00,22,1,0.12,0.9,0.2306,CHURN_RISK
14374,0,955,pay_000014374,1986.33,INR,WALLET,CAPTURED,,1,2026-05-26 22:33:00,22,1,0.2,0.93,0.9006,REGULAR
14375,0,115,pay_000014375,4533.14,INR,WALLET,CAPTURED,,1,2026-05-26 22:33:00,22,1,0.2,0.93,0.7994,REGULAR
14376,3,418,pay_000014376,5528.37,INR,WALLET,CAPTURED,,1,2026-05-26 22:42:00,22,1,0.2,0.95,0.9628,PREMIUM
14377,1,386,pay_000014377,1471.83,INR,NETBANKING,CAPTURED,,1,2026-05-26 22:46:00,22,1,0.16,0.9,0.6414,NEW
14378,4,2369,pay_000014378,1080.55,INR,CARD,CAPTURED,,1,2026-05-26 22:46:00,22,1,0.12,0.91,0.6511,REGULAR
14379,3,768,pay_000014379,1967.48,INR,UPI,CAPTURED,,1,2026-05-26 22:49:00,22,1,0.08,0.95,0.8445,REGULAR
14380,4,1959,pay_000014380,1160.22,INR,NETBANKING,CAPTURED,,1,2026-05-26 22:53:00,22,1,0.16,0.91,0.8021,REGULAR
14381,4,364,pay_000014381,2115.45,INR,NETBANKING,CAPTURED,,1,2026-05-26 22:56:00,22,1,0.16,0.91,0.6619,NEW
14382,2,447,pay_000014382,6477.99,INR,WALLET,CAPTURED,,1,2026-05-26 22:57:00,22,1,0.2,0.88,0.945,PREMIUM
14383,3,538,pay_000014383,2599.48,INR,WALLET,FAILED,TEMPORARY_BANK_FAILURE,1,2026-05-26 22:57:00,22,1,0.2,0.95,0.9575,REGULAR
14384,0,480,pay_000014384,1926.04,INR,WALLET,CAPTURED,,1,2026-05-26 22:57:00,22,1,0.2,0.93,0.7881,REGULAR
14385,1,516,pay_000014385,606.59,INR,CARD,CAPTURED,,1,2026-05-26 23:00:00,23,1,0.12,0.9,0.6387,NEW
14386,1,721,pay_000014386,1393.88,INR,WALLET,CAPTURED,,1,2026-05-26 23:06:00,23,1,0.2,0.9,0.7119,PREMIUM
14387,1,1046,pay_000014387,2595.31,INR,WALLET,CAPTURED,,1,2026-05-26 23:06:00,23,1,0.2,0.9,0.8002,REGULAR
14388,4,459,pay_000014388,2471.29,INR,CARD,CAPTURED,,1,2026-05-26 23:08:00,23,1,0.12,0.91,0.2,CHURN_RISK
14389,0,1310,pay_000014389,7320.0,INR,UPI,CAPTURED,,1,2026-05-26 23:12:00,23,1,0.08,0.93,0.908,PREMIUM
14390,1,911,pay_000014390,179.79,INR,CARD,FAILED,REPEATED_FAILURE,2,2026-05-26 23:13:00,23,1,0.12,0.9,0.4745,CHURN_RISK
14391,1,1556,pay_000014391,677.14,INR,CARD,CAPTURED,,1,2026-05-26 23:15:00,23,1,0.12,0.9,0.734,NEW
14392,4,1454,pay_000014392,2183.35,INR,UPI,CAPTURED,,1,2026-05-26 23:16:00,23,1,0.08,0.91,0.8919,REGULAR
14393,3,2273,pay_000014393,569.91,INR,WALLET,CAPTURED,,1,2026-05-26 23:19:00,23,1,0.2,0.95,0.694,REGULAR
14394,1,1551,pay_000014394,2569.24,INR,WALLET,CAPTURED,,1,2026-05-26 23:20:00,23,1,0.2,0.9,0.9583,REGULAR
14395,0,1720,pay_000014395,2393.01,INR,WALLET,CAPTURED,,1,2026-05-26 23:21:00,23,1,0.2,0.93,0.8001,REGULAR
14396,4,2094,pay_000014396,9326.74,INR,UPI,CAPTURED,,1,2026-05-26 23:23:00,23,1,0.08,0.91,0.7645,REGULAR
14397,1,496,pay_000014397,1314.0,INR,UPI,CAPTURED,,1,2026-05-26 23:24:00,23,1,0.08,0.9,0.6468,REGULAR
14398,1,2181,pay_000014398,9956.22,INR,WALLET,CAPTURED,,1,2026-05-26 23:27:00,23,1,0.2,0.9,0.7774,REGULAR
14399,2,1122,pay_000014399,7150.03,INR,NETBANKING,CAPTURED,,1,2026-05-26 23:30:00,23,1,0.16,0.88,0.7759,REGULAR
14400,0,1655,pay_000014400,1440.79,INR,WALLET,CAPTURED,,1,2026-05-26 23:31:00,23,1,0.2,0.93,0.6518,REGULAR
14401,3,1823,pay_000014401,1667.39,INR,NETBANKING,CAPTURED,,1,2026-05-26 23:35:00,23,1,0.16,0.95,0.7809,REGULAR
14402,1,536,pay_000014402,3122.73,INR,CARD,CAPTURED,,1,2026-05-26 23:39:00,23,1,0.12,0.9,0.8095,NEW
14403,2,1387,pay_000014403,724.0,INR,WALLET,FAILED,TEMPORARY_BANK_FAILURE,1,2026-05-26 23:40:00,23,1,0.2,0.88,0.3753,CHURN_RISK
14404,2,712,pay_000014404,4412.7,INR,CARD,CAPTURED,,1,2026-05-26 23:41:00,23,1,0.12,0.88,0.6761,REGULAR
14405,3,423,pay_000014405,11477.09,INR,WALLET,FAILED,NETWORK_FAILURE,1,2026-05-26 23:42:00,23,1,0.2,0.95,0.5,REGULAR
14406,2,2202,pay_000014406,4507.94,INR,UPI,CAPTURED,,1,2026-05-26 23:44:00,23,1,0.08,0.88,0.9149,REGULAR
14407,3,1968,pay_000014407,12196.55,INR,NETBANKING,CAPTURED,,1,2026-05-26 23:50:00,23,1,0.16,0.95,0.3935,CHURN_RISK
14408,3,463,pay_000014408,12288.92,INR,UPI,CAPTURED,,1,2026-05-26 23:53:00,23,1,0.08,0.95,0.7581,REGULAR
14409,1,491,pay_000014409,1865.15,INR,WALLET,CAPTURED,,1,2026-05-26 23:55:00,23,1,0.2,0.9,0.7385,NEW
14410,0,215,pay_000014410,1278.32,INR,UPI,CAPTURED,,1,2026-05-26 23:56:00,23,1,0.08,0.93,0.4637,CHURN_RISK
14411,0,860,pay_000014411,7135.1,INR,CARD,CAPTURED,,1,2026-05-26 23:57:00,23,1,0.12,0.93,0.664,REGULAR
14412,4,604,pay_000014412,9614.05,INR,UPI,CAPTURED,,1,2026-05-26 23:59:00,23,1,0.08,0.91,0.9,PREMIUM
14413,4,1834,pay_000014413,3314.11,INR,NETBANKING,CAPTURED,,1,2026-05-27 00:01:00,0,2,0.16,0.91,0.8882,REGULAR
14414,1,1011,pay_000014414,4897.23,INR,NETBANKING,CAPTURED,,1,2026-05-27 00:02:00,0,2,0.16,0.9,0.7322,REGULAR
14415,3,2423,pay_000014415,16331.41,INR,NETBANKING,CAPTURED,,1,2026-05-27 00:13:00,0,2,0.16,0.95,0.9034,PREMIUM
14416,0,1400,pay_000014416,2263.98,INR,NETBANKING,FAILED,NETWORK_FAILURE,1,2026-05-27 00:22:00,0,2,0.16,0.93,0.8283,REGULAR
14417,0,2225,pay_000014417,12014.72,INR,NETBANKING,FAILED,NETWORK_FAILURE,1,2026-05-27 00:24:00,0,2,0.16,0.93,0.9314,PREMIUM
14418,4,239,pay_000014418,5380.69,INR,WALLET,FAILED,NETWORK_FAILURE,1,2026-05-27 00:24:00,0,2,0.2,0.91,0.6151,REGULAR
14419,4,2424,pay_000014419,1559.5,INR,CARD,FAILED,CUSTOMER_ABANDONMENT,1,2026-05-27 00:25:00,0,2,0.12,0.91,0.4732,NEW
14420,2,812,pay_000014420,1875.47,INR,UPI,FAILED,TEMPORARY_BANK_FAILURE,1,2026-05-27 00:30:00,0,2,0.08,0.88,0.8004,NEW
14421,1,991,pay_000014421,1118.26,INR,UPI,FAILED,INSUFFICIENT_FUNDS,1,2026-05-27 00:30:00,0,2,0.08,0.9,0.299,CHURN_RISK
14422,2,1492,pay_000014422,3916.1,INR,CARD,CAPTURED,,1,2026-05-27 00:34:00,0,2,0.12,0.88,0.8373,REGULAR
14423,4,1089,pay_000014423,4724.44,INR,UPI,CAPTURED,,1,2026-05-27 00:35:00,0,2,0.08,0.91,0.8297,REGULAR
14424,1,786,pay_000014424,2039.69,INR,NETBANKING,FAILED,NETWORK_FAILURE,1,2026-05-27 00:37:00,0,2,0.16,0.9,0.7178,REGULAR
14425,2,407,pay_000014425,2818.7,INR,NETBANKING,CAPTURED,,1,2026-05-27 00:38:00,0,2,0.16,0.88,0.621,NEW
14426,3,1048,pay_000014426,17707.51,INR,CARD,CAPTURED,,1,2026-05-27 00:46:00,0,2,0.12,0.95,0.9046,PREMIUM
14427,1,1181,pay_000014427,2970.68,INR,WALLET,FAILED,REPEATED_FAILURE,3,2026-05-27 00:46:00,0,2,0.2,0.9,0.8887,REGULAR
14428,3,323,pay_000014428,1297.94,INR,UPI,FAILED,REPEATED_FAILURE,2,2026-05-27 00:46:00,0,2,0.08,0.95,0.7529,NEW
14429,1,1951,pay_000014429,319.91,INR,UPI,CAPTURED,,1,2026-05-27 01:02:00,1,2,0.08,0.9,0.2441,CHURN_RISK
14430,2,447,pay_000014430,6862.39,INR,WALLET,CAPTURED,,1,2026-05-27 01:02:00,1,2,0.2,0.88,0.945,PREMIUM
14431,2,172,pay_000014431,12561.42,INR,CARD,FAILED,PAYMENT_METHOD_ISSUE,1,2026-05-27 01:03:00,1,2,0.12,0.88,0.9524,PREMIUM
14432,3,803,pay_000014432,9414.85,INR,NETBANKING,CAPTURED,,1,2026-05-27 01:05:00,1,2,0.16,0.95,0.6687,NEW
14433,2,797,pay_000014433,597.02,INR,CARD,CAPTURED,,1,2026-05-27 01:14:00,1,2,0.12,0.88,0.6881,NEW
14434,2,747,pay_000014434,1784.06,INR,WALLET,CAPTURED,,1,2026-05-27 01:14:00,1,2,0.2,0.88,0.9718,REGULAR
14435,3,2313,pay_000014435,2222.47,INR,NETBANKING,CAPTURED,,1,2026-05-27 01:17:00,1,2,0.16,0.95,0.6743,REGULAR
14436,2,1492,pay_000014436,6279.47,INR,WALLET,CAPTURED,,1,2026-05-27 01:18:00,1,2,0.2,0.88,0.8373,REGULAR
14437,1,456,pay_000014437,19203.06,INR,UPI,CAPTURED,,1,2026-05-27 01:21:00,1,2,0.08,0.9,0.8609,REGULAR
14438,0,1295,pay_000014438,1241.35,INR,UPI,FAILED,REPEATED_FAILURE,2,2026-05-27 01:22:00,1,2,0.08,0.93,0.4171,NEW
14439,2,742,pay_000014439,2325.84,INR,CARD,FAILED,NETWORK_FAILURE,1,2026-05-27 01:26:00,1,2,0.12,0.88,0.6143,REGULAR
14440,0,2375,pay_000014440,6515.03,INR,WALLET,CAPTURED,,1,2026-05-27 01:27:00,1,2,0.2,0.93,0.7864,PREMIUM
14441,2,2337,pay_000014441,1005.63,INR,WALLET,CAPTURED,,1,2026-05-27 01:27:00,1,2,0.2,0.88,0.8759,REGULAR
14442,0,1465,pay_000014442,2898.68,INR,CARD,CAPTURED,,1,2026-05-27 01:28:00,1,2,0.12,0.93,0.6345,NEW
14443,1,861,pay_000014443,5818.29,INR,UPI,CAPTURED,,1,2026-05-27 01:37:00,1,2,0.08,0.9,0.9217,PREMIUM
14444,3,333,pay_000014444,6654.26,INR,UPI,CAPTURED,,1,2026-05-27 01:38:00,1,2,0.08,0.95,0.7398,PREMIUM
14445,2,2077,pay_000014445,2048.43,INR,UPI,FAILED,CUSTOMER_ABANDONMENT,1,2026-05-27 01:38:00,1,2,0.08,0.88,0.8941,REGULAR
14446,1,61,pay_000014446,4177.8,INR,CARD,CAPTURED,,1,2026-05-27 01:40:00,1,2,0.12,0.9,0.8313,REGULAR
14447,2,717,pay_000014447,3010.27,INR,NETBANKING,FAILED,TEMPORARY_BANK_FAILURE,1,2026-05-27 01:44:00,1,2,0.16,0.88,0.8756,REGULAR
14448,3,1368,pay_000014448,1585.84,INR,NETBANKING,CAPTURED,,1,2026-05-27 01:49:00,1,2,0.16,0.95,0.6532,CHURN_RISK
14449,2,642,pay_000014449,1645.67,INR,UPI,CAPTURED,,1,2026-05-27 01:54:00,1,2,0.08,0.88,0.7791,NEW
14450,4,1814,pay_000014450,4733.39,INR,WALLET,CAPTURED,,1,2026-05-27 01:54:00,1,2,0.2,0.91,0.8325,REGULAR
